2023-06-21 18:16:14,553 INFO    StreamThr :877222 [internal.py:wandb_internal():86] W&B internal server running at pid: 877222, started at: 2023-06-21 18:16:14.552960
2023-06-21 18:16:14,553 DEBUG   HandlerThread:877222 [handler.py:handle_request():144] handle_request: status
2023-06-21 18:16:14,555 INFO    WriterThread:877222 [datastore.py:open_for_write():85] open: /home/cgm/code/CGM__GCLRec/code/wandb/run-20230621_181614-d6lf72np/run-d6lf72np.wandb
2023-06-21 18:16:14,555 DEBUG   SenderThread:877222 [sender.py:send():375] send: header
2023-06-21 18:16:14,569 DEBUG   SenderThread:877222 [sender.py:send():375] send: run
2023-06-21 18:16:15,412 INFO    SenderThread:877222 [dir_watcher.py:__init__():219] watching files in: /home/cgm/code/CGM__GCLRec/code/wandb/run-20230621_181614-d6lf72np/files
2023-06-21 18:16:15,412 INFO    SenderThread:877222 [sender.py:_start_run_threads():1124] run started: d6lf72np with start time 1687342574.552316
2023-06-21 18:16:15,412 DEBUG   SenderThread:877222 [sender.py:send_request():402] send_request: summary_record
2023-06-21 18:16:15,412 INFO    SenderThread:877222 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-21 18:16:15,415 DEBUG   HandlerThread:877222 [handler.py:handle_request():144] handle_request: check_version
2023-06-21 18:16:15,415 DEBUG   SenderThread:877222 [sender.py:send_request():402] send_request: check_version
2023-06-21 18:16:16,416 INFO    Thread-12 :877222 [dir_watcher.py:_on_file_created():278] file/dir created: /home/cgm/code/CGM__GCLRec/code/wandb/run-20230621_181614-d6lf72np/files/wandb-summary.json
2023-06-21 18:16:20,416 DEBUG   HandlerThread:877222 [handler.py:handle_request():144] handle_request: status_report
2023-06-21 18:16:20,417 DEBUG   HandlerThread:877222 [handler.py:handle_request():144] handle_request: keepalive
2023-06-21 18:16:20,469 DEBUG   HandlerThread:877222 [handler.py:handle_request():144] handle_request: run_start
2023-06-21 18:16:20,476 DEBUG   HandlerThread:877222 [system_info.py:__init__():31] System info init
2023-06-21 18:16:20,476 DEBUG   HandlerThread:877222 [system_info.py:__init__():46] System info init done
2023-06-21 18:16:20,476 INFO    HandlerThread:877222 [system_monitor.py:start():181] Starting system monitor
2023-06-21 18:16:20,477 INFO    SystemMonitor:877222 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-21 18:16:20,477 INFO    HandlerThread:877222 [system_monitor.py:probe():201] Collecting system info
2023-06-21 18:16:20,477 INFO    SystemMonitor:877222 [interfaces.py:start():190] Started cpu monitoring
2023-06-21 18:16:20,478 INFO    SystemMonitor:877222 [interfaces.py:start():190] Started disk monitoring
2023-06-21 18:16:20,479 INFO    SystemMonitor:877222 [interfaces.py:start():190] Started gpu monitoring
2023-06-21 18:16:20,479 INFO    SystemMonitor:877222 [interfaces.py:start():190] Started memory monitoring
2023-06-21 18:16:20,479 INFO    SystemMonitor:877222 [interfaces.py:start():190] Started network monitoring
2023-06-21 18:16:20,500 DEBUG   HandlerThread:877222 [system_info.py:probe():195] Probing system
2023-06-21 18:16:20,506 DEBUG   HandlerThread:877222 [system_info.py:_probe_git():180] Probing git
2023-06-21 18:16:20,514 DEBUG   HandlerThread:877222 [system_info.py:_probe_git():188] Probing git done
2023-06-21 18:16:20,514 DEBUG   HandlerThread:877222 [system_info.py:probe():240] Probing system done
2023-06-21 18:16:20,515 DEBUG   HandlerThread:877222 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-71-generic-x86_64-with-glibc2.31', 'python': '3.9.13', 'heartbeatAt': '2023-06-21T10:16:20.500766', 'startedAt': '2023-06-21T10:16:14.548411', 'docker': None, 'cuda': None, 'args': ('--notes', 'LGN_+_AdaLoss_mlp', '--temp_tau', '0.12', '--adaptive_method', 'mlp', '--centroid_mode', 'eigenvector', '--commonNeighbor_mode', 'SC', '--project', 'GCLRec_No_Valid', '--name', 'LightGCN+AdaLoss', '--model', 'LightGCN', '--augment', 'No', '--loss', 'Adaptive', '--adaloss_mode', 'pos', '--dataset', 'yelp2018', '--init_method', 'Normal', '--lr', '0.001', '--weight_decay', '1e-4', '--cuda', '0', '--num_layers', '3', '--latent_dim_rec', '64', '--batch_size', '2048', '--comment', '_', '--if_valid', '0', '--tag', 'Adaptive_loss', '--group', 'Ours', '--job_type', 'yelp2018', '--if_visual', '0', '--visual_epoch', '3'), 'state': 'running', 'program': '/home/cgm/code/CGM__GCLRec/code/main.py', 'codePath': 'code/main.py', 'git': {'remote': 'https://github.com/emiliencgm/CGM__GCLRec.git', 'commit': 'd4df3496e0af73c9465b913f424f38f078b8b25d'}, 'email': '131215707706@163.com', 'root': '/home/cgm/code/CGM__GCLRec', 'host': 'user-System-Product-Name', 'username': 'cgm', 'executable': '/home/cgm/anaconda3/bin/python', 'cpu_count': 10, 'cpu_count_logical': 20, 'cpu_freq': {'current': 3.719000000000001, 'min': 800.0, 'max': 5300.0}, 'cpu_freq_per_core': [{'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 4.08, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}, {'current': 3.7, 'min': 800.0, 'max': 5300.0}], 'disk': {'total': 915.3232879638672, 'used': 858.038745880127}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 62.657814025878906}}
2023-06-21 18:16:20,515 INFO    HandlerThread:877222 [system_monitor.py:probe():211] Finished collecting system info
2023-06-21 18:16:20,515 INFO    HandlerThread:877222 [system_monitor.py:probe():214] Publishing system info
2023-06-21 18:16:20,515 DEBUG   HandlerThread:877222 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-21 18:16:20,515 DEBUG   HandlerThread:877222 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-21 18:16:20,515 DEBUG   HandlerThread:877222 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-21 18:16:21,418 INFO    Thread-12 :877222 [dir_watcher.py:_on_file_created():278] file/dir created: /home/cgm/code/CGM__GCLRec/code/wandb/run-20230621_181614-d6lf72np/files/conda-environment.yaml
2023-06-21 18:16:21,419 INFO    Thread-12 :877222 [dir_watcher.py:_on_file_created():278] file/dir created: /home/cgm/code/CGM__GCLRec/code/wandb/run-20230621_181614-d6lf72np/files/requirements.txt
2023-06-21 18:16:25,419 INFO    Thread-12 :877222 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/cgm/code/CGM__GCLRec/code/wandb/run-20230621_181614-d6lf72np/files/conda-environment.yaml
2023-06-21 18:16:25,469 DEBUG   HandlerThread:877222 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-21 18:16:25,469 DEBUG   HandlerThread:877222 [system_info.py:_save_code():89] Saving code
2023-06-21 18:16:25,475 DEBUG   HandlerThread:877222 [system_info.py:_save_code():110] Saving code done
2023-06-21 18:16:25,475 DEBUG   HandlerThread:877222 [system_info.py:_save_patches():127] Saving git patches
2023-06-21 18:16:25,499 DEBUG   HandlerThread:877222 [system_info.py:_save_patches():169] Saving git patches done
2023-06-21 18:16:25,499 INFO    HandlerThread:877222 [system_monitor.py:probe():216] Finished publishing system info
2023-06-21 18:16:25,503 DEBUG   HandlerThread:877222 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-21 18:16:25,503 DEBUG   HandlerThread:877222 [handler.py:handle_request():144] handle_request: status_report
2023-06-21 18:16:25,504 DEBUG   SenderThread:877222 [sender.py:send():375] send: exit
2023-06-21 18:16:25,504 INFO    SenderThread:877222 [sender.py:send_exit():598] handling exit code: 255
2023-06-21 18:16:25,504 INFO    SenderThread:877222 [sender.py:send_exit():600] handling runtime: 5
2023-06-21 18:16:25,506 INFO    SenderThread:877222 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
